PRODUCTION_BATCH_ID,KMAT_ID,PRODUCTION_DATE,PLANT_ID,PRODUCTION_LINE_ID,ENGINE,CAB,WHEEL,COLOR,BATCH_QUANTITY,COMPONENT_COUNT,ROUTING_OPERATION_COUNT,CRITICAL_COMPONENT_COUNT,BULK_MATERIAL_PCT,AVG_TEMPERATURE_C,AVG_HUMIDITY_PCT,AUTOMATION_LEVEL_PCT,SUPPLIER_QUALITY_SCORE,CHANGEOVER_COUNT,OPERATOR_EXPERIENCE_YEARS,LINE_UTILIZATION_PCT,RECENT_LINE_DOWNTIME_MIN,MACHINE_HEALTH_SCORE,PRIOR_LINE_SCRAP_RATE_PCT,PRIOR_CONFIG_SCRAP_RATE_PCT,CONFIG_NOVELTY_SCORE,PRIOR_7D_REWORK_RATE_PCT,SUPPLIER_30D_DEFECT_RATE_PCT,ACTUAL_SCRAP_RATE_PCT,HIGH_SCRAP_FLAG
BATCHV2_014379,KMAT_TRUCK_01,2025-03-13,PLANT_IN_01,TRUCK_LINE_04,V8,PREMIUM,OFFROAD,RED,67,58,22,13,0.1217,25.214,47.252,55.0,91.555,6,3.261,91.534,45.182,64.673,1.5042,4.3325,41.468,1.2483,2.5159,6.6215,1
BATCHV2_014380,KMAT_TRUCK_01,2025-03-13,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,OFFROAD,RED,72,43,16,7,0.1366,22.599,47.191,62.041,90.181,6,5.611,99.0,31.312,70.625,2.2938,1.8206,33.418,1.9295,3.1651,1.359,0
BATCHV2_014381,KMAT_TRUCK_01,2025-03-13,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,STANDARD,RED,54,44,18,7,0.1143,21.442,51.046,67.267,93.996,1,3.906,84.434,15.208,79.495,2.1241,2.2549,40.226,2.3875,2.2762,2.1241,0
BATCHV2_014382,KMAT_TRUCK_01,2025-03-13,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,STANDARD,RED,57,47,18,8,0.1385,23.622,54.564,58.314,95.111,2,10.49,94.177,20.808,70.505,2.7157,2.5007,21.519,2.339,0.8019,1.6224,0
BATCHV2_014383,KMAT_TRUCK_01,2025-03-13,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,RED,36,46,17,6,0.1627,22.92,49.891,78.06,88.751,0,9.681,72.747,5.212,98.335,1.5742,2.4371,67.956,0.8556,3.7023,0.2765,0
BATCHV2_014384,KMAT_TRUCK_01,2025-03-13,PLANT_DE_01,TRUCK_LINE_03,V8,STANDARD,STANDARD,BLUE,47,44,18,7,0.1393,25.004,48.138,71.618,92.324,1,9.217,92.419,50.315,83.655,1.4446,1.8183,34.397,1.3826,2.5534,0.9996,0
BATCHV2_014385,KMAT_TRUCK_01,2025-03-13,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,OFFROAD,RED,11,50,19,9,0.1323,22.243,40.725,76.375,86.4,2,5.932,73.293,5.977,93.64,2.6524,3.0638,64.939,2.1426,5.0795,1.4715,0
BATCHV2_014386,KMAT_TRUCK_01,2025-03-13,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,RED,20,39,15,4,0.1544,25.689,44.679,71.757,86.516,0,4.289,75.368,3.475,83.118,1.8228,1.8145,49.158,1.3869,5.0009,1.9214,0
BATCHV2_014387,KMAT_TRUCK_01,2025-03-14,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,BLUE,18,45,18,9,0.1143,24.962,61.734,73.105,92.728,3,5.29,78.897,10.773,85.918,1.6192,2.4015,5.166,1.1913,2.5963,1.1471,0
BATCHV2_014388,KMAT_TRUCK_01,2025-03-14,PLANT_US_01,TRUCK_LINE_01,V8,PREMIUM,STANDARD,RED,32,50,20,9,0.1477,24.882,51.618,77.232,94.938,3,7.497,63.816,20.013,95.161,2.7184,2.6926,25.845,2.7457,1.3887,1.1736,0
BATCHV2_014389,KMAT_TRUCK_01,2025-03-14,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,57,40,16,4,0.0965,25.813,55.197,65.953,83.566,5,8.068,79.466,9.225,90.274,2.2704,1.9787,9.147,1.6383,5.9702,1.3759,0
BATCHV2_014390,KMAT_TRUCK_01,2025-03-14,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,OFFROAD,BLUE,11,57,20,13,0.1505,22.65,38.915,70.046,88.065,6,6.665,76.013,15.238,84.374,2.8248,5.2319,37.57,2.1151,3.606,2.3017,0
BATCHV2_014391,KMAT_TRUCK_01,2025-03-14,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,BLUE,58,44,17,8,0.1581,24.053,51.925,81.051,90.233,1,0.5,90.771,15.205,87.566,1.1418,2.9565,9.37,0.9267,3.1389,1.7585,0
BATCHV2_014392,KMAT_TRUCK_01,2025-03-14,PLANT_IN_01,TRUCK_LINE_04,V8,PREMIUM,STANDARD,RED,25,53,19,10,0.1454,25.106,51.072,71.444,96.786,5,5.575,97.796,24.414,68.355,1.7754,4.1242,33.381,1.0645,1.2001,1.2658,0
BATCHV2_014393,KMAT_TRUCK_01,2025-03-14,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,OFFROAD,RED,59,44,16,8,0.095,23.668,38.571,75.612,94.432,6,6.416,92.945,16.289,83.871,1.9257,2.6134,25.257,2.049,1.6015,0.9349,0
BATCHV2_014394,KMAT_TRUCK_01,2025-03-14,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,STANDARD,BLUE,57,45,17,7,0.0992,24.738,47.789,60.386,94.595,2,2.575,96.813,8.264,77.071,2.2519,2.0758,41.236,1.3216,2.726,1.9785,0
BATCHV2_014395,KMAT_TRUCK_01,2025-03-14,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,OFFROAD,RED,61,44,16,8,0.1494,26.316,50.917,61.554,93.151,3,5.324,75.667,6.023,86.117,2.8497,3.0811,28.623,3.0888,1.7088,1.6907,0
BATCHV2_014396,KMAT_TRUCK_01,2025-03-14,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,STANDARD,RED,80,46,17,9,0.1564,25.591,43.369,62.341,89.915,6,5.489,82.671,16.47,68.948,2.1907,3.7328,29.559,2.5166,3.6314,5.4558,1
BATCHV2_014397,KMAT_TRUCK_01,2025-03-14,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,43,39,15,6,0.1206,24.99,53.784,80.443,87.308,5,7.008,81.307,27.324,86.178,1.4333,1.5684,13.484,1.6802,4.268,1.3177,0
BATCHV2_014398,KMAT_TRUCK_01,2025-03-15,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,RED,53,37,15,4,0.1309,28.021,53.812,68.136,89.339,0,5.04,75.131,16.773,85.828,1.8762,1.3237,61.499,1.1624,3.8831,0.3903,0
BATCHV2_014399,KMAT_TRUCK_01,2025-03-15,PLANT_US_01,TRUCK_LINE_01,V8,PREMIUM,STANDARD,RED,20,53,18,10,0.1361,22.849,46.394,70.498,93.58,1,8.382,66.864,3.482,83.968,1.0286,3.2535,32.363,0.7711,3.2688,2.417,0
BATCHV2_014400,KMAT_TRUCK_01,2025-03-15,PLANT_DE_01,TRUCK_LINE_03,V8,STANDARD,STANDARD,BLUE,16,43,18,9,0.0958,22.706,45.963,76.105,93.736,6,5.33,78.153,14.7,87.708,1.7419,3.3568,7.359,1.1121,2.1492,1.602,0
BATCHV2_014401,KMAT_TRUCK_01,2025-03-15,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,69,41,15,5,0.0946,25.189,46.516,70.419,99.0,1,9.299,81.32,12.827,83.263,2.4989,1.7762,19.657,2.4707,0.1,1.343,0
BATCHV2_014402,KMAT_TRUCK_01,2025-03-15,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,STANDARD,RED,21,37,16,5,0.1191,24.391,39.349,73.929,85.096,1,4.23,68.599,17.136,85.953,1.8825,0.8639,12.607,1.6128,6.0811,2.1503,0
BATCHV2_014403,KMAT_TRUCK_01,2025-03-15,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,RED,71,46,17,6,0.1118,21.928,47.416,77.647,89.39,2,5.057,77.463,28.537,88.271,1.61,1.6924,41.673,1.9251,3.8155,0.7276,0
BATCHV2_014404,KMAT_TRUCK_01,2025-03-15,PLANT_US_01,TRUCK_LINE_02,V6,PREMIUM,STANDARD,RED,21,45,18,8,0.1124,27.61,55.959,61.441,91.103,2,4.225,91.744,12.815,82.276,2.6865,1.7335,17.201,1.3612,2.9546,5.8161,1
BATCHV2_014405,KMAT_TRUCK_01,2025-03-15,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,RED,74,41,15,6,0.1231,23.207,51.608,67.103,97.174,0,2.9,76.377,4.925,86.945,2.2833,1.9039,23.985,2.3782,1.5531,1.5237,0
BATCHV2_014406,KMAT_TRUCK_01,2025-03-15,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,STANDARD,BLUE,75,45,17,8,0.1133,27.932,49.087,64.525,99.0,5,8.825,65.756,9.562,73.974,3.123,2.8391,29.728,3.3018,0.1,0.9966,0
BATCHV2_014407,KMAT_TRUCK_01,2025-03-15,PLANT_IN_01,TRUCK_LINE_04,V6,PREMIUM,OFFROAD,RED,85,52,20,9,0.1806,24.573,52.634,64.528,87.867,4,4.154,88.449,27.448,68.981,2.9122,4.2253,34.592,3.2955,3.8145,2.1915,0
BATCHV2_014408,KMAT_TRUCK_01,2025-03-15,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,RED,40,41,14,6,0.1269,22.82,45.145,64.375,93.7,6,4.356,68.309,23.22,90.046,1.5869,1.3942,36.839,1.0931,2.9632,1.2018,0
BATCHV2_014409,KMAT_TRUCK_01,2025-03-16,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,RED,78,47,17,8,0.1839,24.273,59.265,74.368,93.8,5,7.751,67.38,3.404,86.413,1.7824,2.0781,64.199,1.6591,1.444,0.9905,0
BATCHV2_014410,KMAT_TRUCK_01,2025-03-16,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,RED,61,45,17,7,0.134,23.405,41.342,75.71,95.878,0,2.454,83.434,12.666,91.606,1.5146,2.9729,35.831,1.7219,1.4606,1.2188,0
BATCHV2_014411,KMAT_TRUCK_01,2025-03-16,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,RED,84,38,14,4,0.1174,25.545,61.456,64.333,87.737,6,9.354,94.359,29.673,68.311,2.5193,2.4664,22.331,2.8595,4.3818,6.2256,1
BATCHV2_014412,KMAT_TRUCK_01,2025-03-16,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,BLUE,45,37,16,4,0.1299,22.795,63.814,59.193,93.156,1,7.828,78.041,35.346,67.852,3.0087,1.271,25.876,2.4214,2.7209,1.3615,0
BATCHV2_014413,KMAT_TRUCK_01,2025-03-16,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,OFFROAD,BLUE,40,44,16,8,0.084,25.82,50.96,63.564,87.868,3,5.531,83.556,27.259,88.58,1.3518,1.8637,22.288,1.2788,4.4847,1.4075,0
BATCHV2_014414,KMAT_TRUCK_01,2025-03-16,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,STANDARD,BLUE,57,53,19,10,0.1613,22.41,50.272,67.737,94.257,2,5.594,77.236,2.456,80.376,1.5185,3.2128,10.811,0.8784,1.9744,1.6552,0
BATCHV2_014415,KMAT_TRUCK_01,2025-03-16,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,RED,31,40,15,6,0.1348,22.713,42.414,77.223,96.841,6,2.952,80.284,18.935,90.261,1.3007,2.8234,40.854,1.5076,0.6417,1.4169,0
BATCHV2_014416,KMAT_TRUCK_01,2025-03-16,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,OFFROAD,RED,77,42,17,9,0.1433,24.469,59.674,57.203,91.083,3,4.906,72.58,26.335,82.17,1.0393,2.4602,39.343,1.011,3.2343,1.3464,0
BATCHV2_014417,KMAT_TRUCK_01,2025-03-16,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,STANDARD,BLUE,43,47,17,9,0.1107,28.052,51.493,55.0,91.672,1,5.888,92.891,41.536,65.302,2.0496,1.9295,43.064,1.5962,2.3455,1.1114,0
BATCHV2_014418,KMAT_TRUCK_01,2025-03-17,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,OFFROAD,BLUE,13,49,18,9,0.1886,23.184,41.196,73.956,87.645,1,8.664,89.734,21.125,94.654,1.6758,2.3774,21.982,1.3896,4.537,1.0441,0
BATCHV2_014419,KMAT_TRUCK_01,2025-03-17,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,STANDARD,RED,55,41,16,5,0.1084,24.608,34.401,81.809,88.398,2,4.312,67.513,12.577,91.462,1.4789,1.5632,48.19,0.8544,4.6785,0.3448,0
BATCHV2_014420,KMAT_TRUCK_01,2025-03-17,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,STANDARD,RED,69,45,17,9,0.1191,24.847,54.511,55.0,92.852,1,7.924,81.875,13.015,74.296,3.0008,2.4724,31.078,2.3404,2.461,5.3676,1
BATCHV2_014421,KMAT_TRUCK_01,2025-03-17,PLANT_IN_01,TRUCK_LINE_05,V6,PREMIUM,OFFROAD,RED,79,51,20,11,0.1063,28.112,45.4,68.468,91.922,3,7.46,74.441,32.703,72.08,2.2925,2.5992,24.115,1.1876,3.3405,1.7465,0
BATCHV2_014422,KMAT_TRUCK_01,2025-03-17,PLANT_IN_01,TRUCK_LINE_04,V6,PREMIUM,STANDARD,BLUE,49,44,16,6,0.1163,27.777,53.557,61.991,89.633,1,8.093,85.207,47.659,78.138,2.5608,2.8207,11.702,2.1602,3.0817,1.5128,0
BATCHV2_014423,KMAT_TRUCK_01,2025-03-17,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,RED,56,47,16,7,0.1399,26.078,35.752,73.225,92.061,4,7.443,78.394,24.168,84.55,2.7863,3.4802,9.654,3.1411,2.4832,1.2695,0
BATCHV2_014424,KMAT_TRUCK_01,2025-03-17,PLANT_IN_01,TRUCK_LINE_05,V8,PREMIUM,STANDARD,RED,44,52,18,10,0.1523,24.252,57.563,61.082,97.526,5,7.634,75.296,23.904,71.394,2.3664,3.0245,8.456,1.6079,1.0101,1.9483,0
BATCHV2_014425,KMAT_TRUCK_01,2025-03-17,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,STANDARD,BLUE,55,40,15,6,0.1198,27.945,52.105,70.623,88.705,2,5.022,78.219,8.715,73.882,1.9332,0.8955,44.645,2.028,3.8079,1.8193,0
BATCHV2_014426,KMAT_TRUCK_01,2025-03-17,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,STANDARD,RED,74,39,16,6,0.1315,27.383,48.117,67.578,96.901,3,7.504,86.165,14.983,84.73,1.8276,1.5454,25.479,1.3339,0.622,2.4812,0
BATCHV2_014427,KMAT_TRUCK_01,2025-03-17,PLANT_IN_01,TRUCK_LINE_05,V6,PREMIUM,STANDARD,RED,59,44,16,6,0.094,22.25,52.825,70.213,92.315,1,9.688,55.888,5.523,85.628,1.4502,2.7095,46.835,0.9862,2.5944,0.2,0
BATCHV2_014428,KMAT_TRUCK_01,2025-03-18,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,RED,74,45,16,6,0.1644,26.834,44.489,82.012,94.091,3,12.351,71.331,9.114,83.579,1.8903,1.945,23.505,1.5678,1.7862,0.7541,0
BATCHV2_014429,KMAT_TRUCK_01,2025-03-18,PLANT_US_01,TRUCK_LINE_02,V8,PREMIUM,STANDARD,BLUE,34,50,19,11,0.1259,24.279,43.959,57.243,88.094,5,8.16,85.44,6.163,80.725,1.9897,3.1466,21.763,0.9998,4.5646,2.4718,0
BATCHV2_014430,KMAT_TRUCK_01,2025-03-18,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,STANDARD,BLUE,32,44,16,9,0.1217,24.712,55.164,69.125,88.224,5,8.139,76.108,31.757,79.555,1.2998,3.1019,37.353,1.5577,4.2472,5.0036,1
BATCHV2_014431,KMAT_TRUCK_01,2025-03-18,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,OFFROAD,RED,81,44,17,7,0.1254,24.165,65.971,84.697,88.641,0,12.647,70.986,13.392,86.002,1.9295,2.9921,3.359,1.2275,4.2543,0.8779,0
BATCHV2_014432,KMAT_TRUCK_01,2025-03-18,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,BLUE,50,44,16,8,0.1588,22.626,54.15,65.621,91.797,4,10.624,77.73,33.726,78.713,1.0091,2.8783,56.717,0.7071,2.3787,0.8917,0
BATCHV2_014433,KMAT_TRUCK_01,2025-03-18,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,RED,39,47,16,6,0.1188,23.184,44.419,77.496,90.711,5,9.244,78.887,5.505,89.001,1.7275,2.2124,31.81,1.6374,2.9356,1.3524,0
BATCHV2_014434,KMAT_TRUCK_01,2025-03-18,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,BLUE,59,48,17,6,0.1578,19.737,50.486,71.319,99.0,0,4.018,67.663,10.492,82.983,0.9957,3.5054,4.983,0.6281,0.205,1.8632,0
BATCHV2_014435,KMAT_TRUCK_01,2025-03-18,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,STANDARD,RED,38,51,19,9,0.1375,24.581,44.422,77.703,92.205,1,5.199,87.439,8.293,86.033,1.664,3.4814,16.349,1.3221,2.7169,0.9083,0
BATCHV2_014436,KMAT_TRUCK_01,2025-03-18,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,RED,56,45,16,6,0.1465,25.65,53.799,65.304,92.881,4,9.365,81.776,27.641,86.837,2.3009,1.3977,20.333,1.4235,2.0663,0.6661,0
BATCHV2_014437,KMAT_TRUCK_01,2025-03-18,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,OFFROAD,RED,48,51,20,12,0.1431,25.084,55.401,63.394,89.645,2,6.725,90.926,47.13,73.413,2.8511,3.3206,23.113,2.9175,3.3657,6.0995,1
BATCHV2_014438,KMAT_TRUCK_01,2025-03-19,PLANT_US_01,TRUCK_LINE_02,V6,PREMIUM,STANDARD,BLUE,51,48,16,7,0.1643,23.236,47.113,69.582,88.997,3,3.255,93.632,1.822,73.745,2.7552,2.8932,8.01,2.7556,3.8865,0.9728,0
BATCHV2_014439,KMAT_TRUCK_01,2025-03-19,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,STANDARD,BLUE,22,40,16,6,0.1169,24.143,47.931,65.105,99.0,4,8.821,84.826,12.838,90.805,1.7772,1.1576,34.574,1.0185,0.1693,1.5444,0
BATCHV2_014440,KMAT_TRUCK_01,2025-03-19,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,OFFROAD,RED,8,52,19,12,0.1639,26.603,54.246,69.065,89.646,4,9.3,68.405,7.02,75.81,1.9502,3.4649,21.777,1.1586,3.5957,1.9773,0
BATCHV2_014441,KMAT_TRUCK_01,2025-03-19,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,RED,10,40,15,6,0.12,22.395,41.171,69.178,98.501,2,4.423,71.33,21.021,94.259,1.7748,2.2107,33.365,1.1829,0.7968,0.9046,0
BATCHV2_014442,KMAT_TRUCK_01,2025-03-19,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,RED,54,37,16,5,0.1152,22.137,58.441,65.528,81.936,5,1.711,79.967,12.986,86.224,2.4573,1.5574,14.274,1.3525,5.908,0.8403,0
BATCHV2_014443,KMAT_TRUCK_01,2025-03-19,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,OFFROAD,RED,73,48,18,11,0.1624,26.948,56.423,80.778,96.104,0,10.228,73.91,36.321,88.697,2.4112,2.4569,37.844,2.1357,0.9654,3.0381,0
BATCHV2_014444,KMAT_TRUCK_01,2025-03-19,PLANT_US_01,TRUCK_LINE_02,V6,PREMIUM,STANDARD,RED,76,44,18,6,0.1556,22.09,51.865,60.426,98.731,4,5.211,78.702,17.773,82.049,2.3934,2.2586,27.477,2.7691,0.5729,1.8647,0
BATCHV2_014445,KMAT_TRUCK_01,2025-03-19,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,STANDARD,RED,77,39,16,6,0.1394,29.451,54.874,69.744,93.995,5,7.028,73.795,15.951,73.278,1.9322,2.2548,14.552,1.7534,1.8264,1.4561,0
BATCHV2_014446,KMAT_TRUCK_01,2025-03-19,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,STANDARD,BLUE,50,50,19,10,0.1366,23.165,39.678,72.888,99.0,5,7.238,80.434,16.24,81.885,1.4871,2.8449,9.829,1.5519,0.7205,1.6453,0
BATCHV2_014447,KMAT_TRUCK_01,2025-03-19,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,30,40,14,6,0.1055,27.829,51.177,69.248,95.232,5,2.673,60.823,13.376,81.1,1.3325,2.2389,7.962,0.724,1.7526,1.4878,0
BATCHV2_014448,KMAT_TRUCK_01,2025-03-19,PLANT_IN_01,TRUCK_LINE_05,V6,PREMIUM,STANDARD,RED,10,46,18,6,0.1423,25.333,60.761,65.185,88.53,2,9.685,84.169,24.749,84.171,1.4167,2.7726,64.881,1.1898,4.0146,1.654,0
BATCHV2_014449,KMAT_TRUCK_01,2025-03-19,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,OFFROAD,RED,56,49,20,12,0.1031,23.945,55.44,62.672,93.208,2,7.044,71.548,14.579,77.759,0.9553,2.9429,16.352,0.5054,2.9892,1.8447,0
BATCHV2_014450,KMAT_TRUCK_01,2025-03-19,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,STANDARD,RED,60,41,16,6,0.1141,26.454,45.441,76.651,90.912,2,4.994,69.314,9.726,79.535,0.8393,1.8887,28.265,0.9157,3.6076,0.6135,0
BATCHV2_014451,KMAT_TRUCK_01,2025-03-19,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,STANDARD,BLUE,78,46,16,9,0.1178,22.283,55.08,66.533,92.038,2,9.629,76.114,17.949,75.1,1.883,4.1909,10.113,1.1408,3.4094,1.8677,0
BATCHV2_014452,KMAT_TRUCK_01,2025-03-19,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,RED,31,48,17,8,0.1566,23.445,58.096,70.988,94.652,4,9.166,76.459,9.273,78.658,2.1905,3.2324,32.954,1.1889,1.7714,0.2,0
BATCHV2_014453,KMAT_TRUCK_01,2025-03-19,PLANT_IN_01,TRUCK_LINE_05,V6,PREMIUM,STANDARD,RED,8,45,17,7,0.1715,23.241,45.104,64.279,90.556,4,8.002,76.64,3.738,76.802,1.367,2.6646,18.335,1.3411,3.8404,1.2976,0
BATCHV2_014454,KMAT_TRUCK_01,2025-03-19,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,BLUE,53,45,16,9,0.1126,24.338,55.919,64.472,90.54,4,6.772,93.341,17.536,85.056,1.3959,2.17,33.905,0.8011,3.0998,0.7712,0
BATCHV2_014455,KMAT_TRUCK_01,2025-03-19,PLANT_US_01,TRUCK_LINE_02,V6,PREMIUM,STANDARD,RED,49,46,16,8,0.1254,24.148,48.763,77.255,89.857,2,8.87,95.294,44.855,73.644,2.7144,2.4917,23.086,2.3953,2.7191,0.4265,0
BATCHV2_014456,KMAT_TRUCK_01,2025-03-19,PLANT_US_01,TRUCK_LINE_02,V6,PREMIUM,OFFROAD,RED,33,52,20,11,0.1588,27.151,47.583,57.24,89.538,2,6.575,88.902,11.709,73.568,1.4351,3.3308,13.389,1.0141,3.7561,4.4063,1
BATCHV2_014457,KMAT_TRUCK_01,2025-03-19,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,RED,51,37,15,4,0.0999,26.672,43.873,64.642,89.544,4,7.921,81.966,16.027,75.414,1.6858,1.4251,15.342,0.9868,3.39,0.2,0
BATCHV2_014458,KMAT_TRUCK_01,2025-03-19,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,59,40,14,6,0.1434,22.518,36.074,55.0,92.67,2,4.743,99.0,7.3,78.006,3.0094,2.3258,50.71,2.6568,1.893,1.3161,0
BATCHV2_014459,KMAT_TRUCK_01,2025-03-20,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,OFFROAD,BLUE,24,49,20,10,0.1503,22.266,39.014,71.626,89.782,6,6.294,71.918,24.803,81.967,2.2781,3.5442,29.407,1.7512,3.2719,1.7076,0
BATCHV2_014460,KMAT_TRUCK_01,2025-03-20,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,15,41,14,5,0.1054,21.655,42.695,73.083,97.175,2,8.365,81.112,5.783,85.065,1.1412,2.3977,35.756,0.688,1.138,1.2566,0
BATCHV2_014461,KMAT_TRUCK_01,2025-03-20,PLANT_IN_01,TRUCK_LINE_05,V6,PREMIUM,OFFROAD,BLUE,10,49,18,11,0.133,21.746,57.635,67.806,95.668,1,3.33,82.119,23.563,79.047,2.7568,3.5773,28.745,2.526,1.6707,1.58,0
BATCHV2_014462,KMAT_TRUCK_01,2025-03-20,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,OFFROAD,BLUE,70,51,18,12,0.1096,24.085,57.023,61.684,92.16,0,6.462,81.454,17.494,77.551,1.4392,2.6247,29.97,1.2794,2.3342,0.909,0
BATCHV2_014463,KMAT_TRUCK_01,2025-03-20,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,STANDARD,RED,27,52,19,10,0.1636,24.119,49.681,73.411,89.738,3,5.193,66.308,22.071,94.134,1.8682,3.7513,22.063,1.5445,3.05,1.6675,0
BATCHV2_014464,KMAT_TRUCK_01,2025-03-20,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,OFFROAD,RED,66,45,16,8,0.129,22.879,39.341,69.53,91.977,3,7.886,93.085,0.975,77.335,2.2458,4.2216,33.706,2.3488,2.3214,2.1946,0
BATCHV2_014465,KMAT_TRUCK_01,2025-03-21,PLANT_DE_01,TRUCK_LINE_03,V8,STANDARD,STANDARD,BLUE,54,46,18,7,0.1185,25.201,61.822,65.948,99.0,1,8.249,77.593,38.695,86.472,1.6674,3.5782,17.823,1.5191,0.6048,1.5055,0
BATCHV2_014466,KMAT_TRUCK_01,2025-03-21,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,BLUE,51,39,15,5,0.0861,25.78,67.989,55.0,91.574,3,6.855,77.445,21.362,63.056,2.5877,2.3899,64.904,2.7537,3.7513,6.055,1
BATCHV2_014467,KMAT_TRUCK_01,2025-03-21,PLANT_US_01,TRUCK_LINE_02,V8,PREMIUM,STANDARD,BLUE,81,54,19,11,0.1697,23.922,64.712,55.0,89.709,0,6.148,84.557,25.525,78.531,3.0885,4.4677,44.993,1.63,3.8107,5.6726,1
BATCHV2_014468,KMAT_TRUCK_01,2025-03-21,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,OFFROAD,BLUE,60,42,16,9,0.1407,25.34,52.587,76.488,90.722,1,4.028,77.757,16.746,91.546,1.7506,1.8438,30.729,1.0239,3.291,1.4229,0
BATCHV2_014469,KMAT_TRUCK_01,2025-03-21,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,RED,70,38,16,5,0.1445,26.124,52.924,64.276,90.293,1,2.912,85.359,22.977,65.832,1.9963,2.8243,11.021,2.1862,4.3515,0.6528,0
