OPERATION_RUN_ID,RUN_DATE,KMAT_ID,WORK_CENTER_ID,MACHINE_ID,OPERATION_ID,ENGINE,CAB,WHEEL,COLOR,MACHINE_AGE_YEARS,MACHINE_HOURS_RUN,PRE_RUN_VIBRATION_MM_S,PRE_RUN_TEMPERATURE_C,DAYS_SINCE_MAINTENANCE,TOOL_USAGE_CYCLES_PRE_RUN,SETUP_TIME_MINUTES,CONFIG_COMPLEXITY_SCORE,STANDARD_MAINTENANCE_COST_USD,SHIFT_LOAD_PCT,OPERATOR_EXPERIENCE_YEARS,RECENT_30D_DOWNTIME_MIN,PRIOR_30D_MAINTENANCE_COUNT,MACHINE_HEALTH_SCORE,PRIOR_30D_MEAN_VIBRATION_MM_S,PRIOR_WORK_CENTER_TDS_AVG,ACTUAL_MAINTENANCE_COST_USD,ACTUAL_TDS_FACTOR,ACTUAL_TOOL_REPLACEMENT_COUNT,ACTUAL_DOWNTIME_MINUTES
TDSV2_0017102,2024-11-04,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_WHEEL,V6,STANDARD,STANDARD,RED,2.6962,12752.88,2.9401,60.4963,12.262,1584.26,37.351,36.93,280.49,84.381,6.737,15.58,1,89.555,2.1638,1.1037,245.42,1.0,0,10.378
TDSV2_0017103,2024-11-04,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_INSPECTION,V6,PREMIUM,STANDARD,RED,10.2332,11408.69,4.3005,63.7653,6.381,1324.91,39.302,46.617,517.37,72.678,5.24,24.779,2,77.612,3.4689,1.095,788.78,1.486393,2,40.191
TDSV2_0017104,2024-11-04,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_DYNO,V6,STANDARD,STANDARD,BLUE,10.9892,11792.95,3.2392,61.4476,25.694,1247.96,34.769,32.458,533.58,71.9,9.156,55.762,6,71.801,2.8674,1.2096,799.97,1.46356,1,24.967
TDSV2_0017105,2024-11-04,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V8,STANDARD,STANDARD,BLUE,9.1013,23092.56,3.7353,67.4666,20.194,932.42,35.303,61.385,566.95,88.11,2.728,34.15,3,83.202,3.3647,1.2171,927.34,1.698305,1,33.096
TDSV2_0017106,2024-11-04,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V8,PREMIUM,STANDARD,BLUE,5.0522,25316.78,4.0085,70.2562,34.303,1435.01,46.092,68.313,468.65,99.357,4.383,18.899,1,75.57,3.3581,1.2771,963.53,1.992308,3,54.748
TDSV2_0017107,2024-11-05,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V6,STANDARD,STANDARD,RED,12.0019,25907.25,4.2809,57.8892,26.544,789.13,30.907,35.458,622.52,88.847,7.413,47.74,1,64.745,4.2899,1.1861,866.28,1.520201,0,21.362
TDSV2_0017108,2024-11-05,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_AXLE,V8,STANDARD,OFFROAD,BLUE,4.5576,20709.61,4.739,65.3886,47.055,1524.38,39.845,64.664,463.35,100.0,7.623,32.504,1,90.457,3.5189,1.3875,802.48,1.821264,0,30.879
TDSV2_0017109,2024-11-05,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V8,STANDARD,STANDARD,BLUE,11.0279,22140.47,4.0281,62.5152,9.992,852.19,37.16,65.123,532.13,86.456,5.834,20.417,1,85.521,3.5417,1.2811,718.4,1.474313,0,26.57
TDSV2_0017110,2024-11-05,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V6,PREMIUM,STANDARD,RED,4.1204,24593.48,3.7574,63.5155,18.483,938.58,48.752,39.462,409.12,88.741,5.499,38.316,0,74.247,3.3757,1.1557,553.58,1.438943,1,29.533
TDSV2_0017111,2024-11-05,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_CAB,V8,PREMIUM,STANDARD,RED,4.5323,24363.07,3.5431,64.2022,30.688,578.91,34.033,71.095,447.49,75.139,8.965,22.34,1,75.354,3.3191,1.2577,665.59,1.436913,1,25.893
TDSV2_0017112,2024-11-05,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V6,STANDARD,STANDARD,RED,7.8853,23882.13,3.5998,55.6082,23.854,1056.11,32.822,38.314,497.29,73.821,5.053,15.916,0,71.891,3.1613,1.1946,636.96,1.252727,0,16.385
TDSV2_0017113,2024-11-05,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_AXLE,V6,PREMIUM,STANDARD,BLUE,4.9886,21230.05,3.7236,65.5345,18.595,961.47,35.673,56.278,405.84,80.455,4.353,2.207,2,92.914,2.6251,1.2908,430.65,1.114289,0,23.154
TDSV2_0017114,2024-11-05,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_CALIBRATE,V6,PREMIUM,STANDARD,BLUE,11.7701,17076.88,4.0436,63.9117,33.974,814.39,40.169,48.509,512.32,68.171,2.816,28.795,0,84.238,4.1513,1.2904,784.77,1.477247,0,28.558
TDSV2_0017115,2024-11-05,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_CALIBRATE,V6,STANDARD,STANDARD,RED,10.8884,19046.94,3.801,55.2988,21.22,2022.28,25.421,38.231,545.35,68.768,8.959,27.385,2,78.613,3.5268,1.3026,782.4,1.452798,1,32.094
TDSV2_0017116,2024-11-05,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V6,PREMIUM,OFFROAD,RED,11.0754,21331.12,4.1896,66.3737,32.492,1741.62,48.122,64.19,486.95,82.673,10.78,29.618,0,73.243,3.5394,1.4343,982.51,2.10807,0,45.341
TDSV2_0017117,2024-11-05,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,STANDARD,STANDARD,BLUE,6.1757,13044.18,3.5655,68.4419,29.36,960.48,39.189,40.174,401.99,75.314,4.434,18.683,2,83.041,3.1484,1.2709,448.6,1.148764,0,12.989
TDSV2_0017118,2024-11-05,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_CAB,V6,STANDARD,STANDARD,BLUE,11.4103,20959.97,3.1244,63.4963,30.63,735.87,31.388,43.076,560.95,88.191,6.981,19.413,3,79.364,2.9382,1.2917,694.28,1.28216,0,18.349
TDSV2_0017119,2024-11-05,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_SUSPENSION,V8,STANDARD,STANDARD,RED,5.579,21867.22,3.8903,60.1389,52.497,1439.98,37.098,53.161,491.15,96.827,7.275,33.25,2,89.83,3.4762,1.4781,822.4,1.755224,2,45.843
TDSV2_0017120,2024-11-05,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FINAL,V6,PREMIUM,STANDARD,BLUE,5.378,9622.86,3.4713,60.9498,31.129,785.02,38.284,55.319,360.15,74.059,4.599,19.11,3,86.865,2.8033,1.1487,410.08,1.143419,1,20.221
TDSV2_0017121,2024-11-05,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_WHEEL,V8,STANDARD,STANDARD,BLUE,5.4581,21840.87,3.7833,68.7401,27.834,1514.63,33.943,43.627,443.76,76.478,6.709,8.397,3,84.609,4.0062,1.2485,571.9,1.247196,0,21.119
TDSV2_0017122,2024-11-05,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_FINISH,V6,STANDARD,OFFROAD,BLUE,6.0713,12319.37,2.8813,59.4962,18.942,1094.11,33.817,46.484,363.4,69.783,7.592,11.368,1,84.502,2.7289,1.2746,343.0,1.0,0,38.729
TDSV2_0017123,2024-11-05,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_CALIBRATE,V6,PREMIUM,OFFROAD,RED,7.8316,26532.24,5.179,68.1174,22.582,970.71,53.187,60.686,529.82,79.566,5.073,56.113,2,94.757,4.3604,1.2841,889.6,1.896494,1,38.196
TDSV2_0017124,2024-11-05,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,STANDARD,STANDARD,RED,5.9315,11615.16,2.6923,70.2773,19.365,863.3,34.013,40.018,335.73,83.318,5.657,10.05,1,77.519,2.467,1.0219,335.53,1.0,0,9.881
TDSV2_0017125,2024-11-05,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_WHEEL,V8,PREMIUM,OFFROAD,BLUE,7.6509,28701.88,4.9843,66.7414,17.774,2611.84,51.405,81.243,535.2,96.06,7.515,13.625,4,70.753,3.5284,1.3049,1389.02,2.757635,2,70.302
TDSV2_0017126,2024-11-05,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V6,STANDARD,STANDARD,BLUE,4.3396,27123.04,3.2056,63.8885,5.822,307.04,37.554,38.855,398.7,100.0,7.758,29.789,1,81.161,3.562,1.1557,433.94,1.085346,1,22.025
TDSV2_0017127,2024-11-05,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_INSPECTION,V6,PREMIUM,STANDARD,RED,8.8275,21934.05,2.8382,62.7291,26.571,699.28,32.861,58.772,555.62,78.664,5.459,1.987,6,73.209,3.2444,1.1494,745.55,1.463642,0,20.988
TDSV2_0017128,2024-11-06,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V6,STANDARD,STANDARD,RED,8.3306,22014.07,3.803,60.8228,20.286,746.28,22.726,40.301,422.19,53.242,6.332,10.542,0,71.698,3.319,1.2385,457.04,1.0495,0,21.328
TDSV2_0017129,2024-11-06,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V8,PREMIUM,OFFROAD,BLUE,12.6448,24977.33,4.6871,62.0149,27.552,1134.93,51.588,91.741,679.6,76.189,8.202,69.955,5,75.173,4.1173,1.4319,1818.86,2.737162,2,77.241
TDSV2_0017130,2024-11-06,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_CALIBRATE,V6,STANDARD,OFFROAD,BLUE,11.6145,16604.59,4.2395,64.3214,53.79,991.84,35.221,47.984,501.91,72.689,7.488,37.409,2,86.202,3.4619,1.3786,924.85,1.859501,3,47.372
TDSV2_0017131,2024-11-06,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_CALIBRATE,V6,PREMIUM,OFFROAD,BLUE,7.5993,26012.96,3.4119,59.8843,9.587,840.43,44.803,51.223,476.49,69.39,7.547,20.051,0,90.63,3.2026,1.2556,616.01,1.30589,1,23.457
TDSV2_0017132,2024-11-06,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_AXLE,V8,STANDARD,OFFROAD,BLUE,3.0798,13594.66,5.3298,68.1579,37.766,1323.28,38.156,75.125,354.29,87.791,8.533,34.599,3,90.779,3.5669,1.4142,686.42,1.877643,0,47.863
TDSV2_0017133,2024-11-06,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_FINISH,V6,STANDARD,OFFROAD,BLUE,6.8702,13102.67,3.2317,64.0547,25.354,900.69,36.21,50.043,421.28,85.781,9.686,6.897,2,82.675,2.9164,1.2088,520.23,1.162218,0,23.37
TDSV2_0017134,2024-11-06,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_CALIBRATE,V8,PREMIUM,STANDARD,BLUE,7.4391,28008.02,3.3331,61.8613,16.122,1756.93,53.42,75.562,523.52,86.229,6.14,20.512,0,85.404,2.9349,1.3146,920.9,1.779354,0,37.272
TDSV2_0017135,2024-11-06,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_MOUNT,V6,STANDARD,STANDARD,RED,8.0128,26043.23,3.6511,57.7731,5.421,214.71,34.425,26.161,577.18,84.811,4.151,35.416,3,90.957,3.6493,1.1735,619.45,1.14404,0,13.039
TDSV2_0017136,2024-11-06,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_SUSPENSION,V8,PREMIUM,STANDARD,RED,4.8527,22593.46,4.4714,65.2672,38.11,1348.4,45.985,63.654,392.85,90.988,4.145,28.075,1,89.339,4.0607,1.3792,797.69,1.972529,1,51.688
TDSV2_0017137,2024-11-06,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V8,STANDARD,STANDARD,RED,4.4241,22691.0,2.7014,60.6531,18.143,1563.73,35.473,58.337,534.22,71.885,3.235,12.509,4,66.509,2.8874,1.1437,790.48,1.54554,1,31.757
TDSV2_0017138,2024-11-06,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FINAL,V6,STANDARD,OFFROAD,RED,11.4391,21030.26,4.2022,64.8047,15.99,1287.49,37.541,45.058,568.22,100.0,6.332,18.337,2,77.234,3.9621,1.3616,980.28,1.682607,1,36.771
TDSV2_0017139,2024-11-06,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_MOUNT,V8,PREMIUM,OFFROAD,BLUE,7.4668,25150.42,5.51,66.9635,34.816,1293.42,60.669,88.052,514.61,81.361,6.978,2.531,1,86.093,4.0162,1.3739,1441.67,2.823786,1,68.833
TDSV2_0017140,2024-11-06,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_INSPECTION,V8,PREMIUM,OFFROAD,BLUE,8.9575,21925.18,4.215,68.5462,19.86,1262.02,53.918,85.305,416.59,82.271,7.171,2.084,3,72.276,3.9824,1.3328,936.08,2.167027,2,56.163
TDSV2_0017141,2024-11-06,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_AXLE,V6,STANDARD,STANDARD,BLUE,7.5788,27953.14,3.4119,55.6716,12.805,747.9,27.914,36.563,572.21,94.044,4.802,24.815,1,80.899,3.267,1.2381,711.73,1.201325,0,16.162
TDSV2_0017142,2024-11-06,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_FINISH,V8,PREMIUM,OFFROAD,RED,6.1711,12107.01,3.7414,64.5382,12.859,1661.77,49.364,92.495,357.45,72.483,6.508,27.615,3,77.981,2.4428,1.1517,769.03,2.104306,0,39.989
TDSV2_0017143,2024-11-06,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FINAL,V6,STANDARD,OFFROAD,BLUE,5.0418,10855.47,4.3833,67.9239,41.542,1355.85,53.061,60.907,423.99,82.516,6.582,36.842,5,75.666,4.0095,1.2705,796.39,2.010014,2,51.511
TDSV2_0017144,2024-11-06,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V8,STANDARD,STANDARD,RED,5.8968,14410.23,3.0033,62.6637,6.47,1683.16,33.321,55.036,372.48,74.769,10.052,6.992,0,75.97,2.2838,1.0809,368.71,1.0,0,12.934
TDSV2_0017145,2024-11-06,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FINAL,V6,STANDARD,STANDARD,RED,10.9809,20964.33,3.2437,59.0422,30.275,557.36,34.563,34.308,478.79,71.203,4.756,41.196,0,88.158,2.9442,1.3254,503.13,1.149201,0,15.632
TDSV2_0017146,2024-11-06,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V8,STANDARD,STANDARD,BLUE,4.3999,24077.75,2.3452,62.4516,26.05,1276.71,36.607,52.372,457.94,100.0,3.362,27.523,1,70.704,2.6127,1.2528,711.82,1.518555,0,21.238
TDSV2_0017147,2024-11-06,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V6,PREMIUM,STANDARD,RED,10.6341,20271.94,4.0385,60.0558,13.748,376.47,43.512,40.855,434.17,82.907,4.623,30.129,0,87.138,3.6865,1.3688,583.03,1.294891,0,14.553
TDSV2_0017148,2024-11-06,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V6,STANDARD,OFFROAD,RED,11.0866,21383.94,3.3857,67.2569,3.325,1392.89,34.228,39.017,490.4,70.576,5.857,28.003,0,80.289,3.3484,1.2353,669.44,1.372489,0,16.734
TDSV2_0017149,2024-11-07,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_CAB,V6,STANDARD,STANDARD,RED,4.1089,24603.53,4.0741,64.7043,10.304,824.35,23.871,29.341,458.35,79.968,10.049,24.512,0,79.72,3.047,1.1164,433.09,1.0,0,6.325
TDSV2_0017150,2024-11-07,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_INSPECTION,V6,STANDARD,STANDARD,BLUE,10.9603,11152.61,3.0226,61.3893,32.626,336.91,28.136,41.86,485.79,76.967,7.839,45.471,2,74.855,3.6812,1.2746,583.44,1.214276,0,13.703
TDSV2_0017151,2024-11-07,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V8,STANDARD,STANDARD,BLUE,5.1956,25578.35,3.8169,65.1289,13.86,1112.29,21.01,47.238,499.05,79.224,6.995,37.359,3,73.597,3.4076,1.1609,708.06,1.489522,1,26.152
TDSV2_0017152,2024-11-07,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_WHEEL,V6,PREMIUM,OFFROAD,RED,4.9123,21777.2,4.8793,70.8377,53.413,945.99,49.925,61.136,443.48,79.837,1.119,16.102,3,89.038,4.0926,1.4376,892.78,2.085862,0,39.661
TDSV2_0017153,2024-11-07,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_CALIBRATE,V6,PREMIUM,STANDARD,BLUE,12.0879,20787.61,2.9175,56.9697,15.043,669.84,45.969,52.281,583.88,59.439,3.56,14.841,3,87.367,2.755,1.3279,810.5,1.399853,0,30.298
TDSV2_0017154,2024-11-07,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V6,PREMIUM,STANDARD,BLUE,8.8892,23205.12,4.174,66.0226,7.974,1265.25,34.173,39.317,518.79,68.925,6.43,38.585,4,69.917,3.682,1.1129,852.05,1.622018,1,37.722
TDSV2_0017155,2024-11-07,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_CAB,V8,PREMIUM,OFFROAD,BLUE,11.6678,20830.95,4.5058,69.1407,8.595,1708.44,62.785,92.792,639.46,93.418,11.381,45.334,5,78.644,3.0405,1.3979,1712.43,2.665186,1,65.407
TDSV2_0017156,2024-11-07,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_SUSPENSION,V6,STANDARD,STANDARD,BLUE,5.1215,21113.22,2.9455,57.5186,31.695,1290.93,33.123,39.488,388.3,85.613,8.438,13.119,2,83.3,3.1251,1.2123,405.46,1.040152,0,8.536
TDSV2_0017157,2024-11-07,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_SUSPENSION,V6,STANDARD,OFFROAD,RED,5.136,21310.9,4.3118,68.0385,69.094,1386.25,36.205,45.995,439.26,90.496,11.661,31.761,2,91.247,4.2594,1.4149,822.59,2.009067,0,48.413
TDSV2_0017158,2024-11-07,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_INSPECTION,V8,STANDARD,OFFROAD,RED,11.3108,12597.38,4.5419,65.1585,11.375,1361.58,42.122,67.706,532.07,68.323,6.201,46.953,3,73.77,3.5389,1.2244,997.2,1.916772,0,36.779
TDSV2_0017159,2024-11-07,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V6,PREMIUM,STANDARD,BLUE,4.5729,25299.99,3.2405,56.5698,12.343,782.62,36.779,53.232,478.03,68.535,3.192,14.615,2,78.292,3.1277,1.1445,616.54,1.295173,0,13.655
TDSV2_0017160,2024-11-07,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V8,STANDARD,OFFROAD,BLUE,4.9556,24938.83,4.1367,62.9776,23.859,803.39,53.609,71.131,501.5,96.828,3.969,21.146,3,79.683,3.5496,1.2223,940.77,1.910777,1,46.825
TDSV2_0017161,2024-11-07,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_INSPECTION,V6,STANDARD,STANDARD,RED,8.7408,22407.09,4.2644,62.0238,16.743,1080.94,27.457,39.689,489.26,77.382,6.265,11.804,1,72.849,3.5898,1.1138,878.5,1.675506,0,34.412
TDSV2_0017162,2024-11-07,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FINAL,V6,PREMIUM,STANDARD,RED,4.3908,10769.65,2.7938,58.1218,21.095,609.5,32.496,49.244,367.11,77.389,6.534,55.984,2,83.562,2.6895,1.21,341.31,1.0,0,26.8
TDSV2_0017163,2024-11-07,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V6,PREMIUM,STANDARD,RED,11.8548,20765.47,3.6731,64.8491,29.597,624.62,39.366,40.269,506.7,83.825,3.687,24.074,1,75.908,3.799,1.343,789.64,1.603557,2,51.833
TDSV2_0017164,2024-11-07,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FRAME,V8,STANDARD,STANDARD,RED,5.3039,9617.38,3.4164,74.2013,27.965,1364.83,35.166,57.233,377.59,89.148,5.507,9.957,5,79.839,2.7562,1.3534,601.93,1.581936,2,42.936
TDSV2_0017165,2024-11-07,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FINAL,V6,STANDARD,STANDARD,BLUE,5.2668,10595.62,3.3361,61.8148,37.203,552.31,40.81,33.446,352.27,99.581,2.349,17.697,3,76.296,3.6155,1.2393,485.08,1.405158,0,18.039
TDSV2_0017166,2024-11-07,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_SUSPENSION,V8,STANDARD,OFFROAD,BLUE,2.5833,13745.15,3.0412,66.9687,14.749,1450.9,51.305,68.245,414.87,84.163,6.342,20.887,4,84.46,2.4473,1.2535,692.17,1.569469,1,31.252
TDSV2_0017167,2024-11-07,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FRAME,V6,PREMIUM,OFFROAD,RED,5.3207,9963.5,4.1504,62.1026,33.146,1860.56,48.919,67.929,329.02,79.839,3.549,6.913,1,84.466,3.3219,1.2853,555.03,1.738555,0,36.66
TDSV2_0017168,2024-11-08,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V6,STANDARD,STANDARD,BLUE,11.5785,25745.81,4.7609,64.6501,49.328,911.72,29.4,31.772,568.36,75.779,6.717,35.768,0,72.86,3.7644,1.3525,975.38,1.695519,0,27.692
TDSV2_0017169,2024-11-08,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V6,PREMIUM,OFFROAD,RED,8.9292,22185.51,5.062,65.5333,43.498,1214.3,46.816,68.99,554.23,73.107,6.369,49.435,2,71.175,4.3122,1.3183,1423.68,2.497135,3,80.785
TDSV2_0017170,2024-11-08,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_INSPECTION,V6,STANDARD,STANDARD,BLUE,11.0831,11816.01,3.8076,61.6222,14.373,749.89,37.698,37.412,468.73,85.108,6.67,60.011,3,81.143,3.6255,1.1161,812.84,1.584793,0,29.452
TDSV2_0017171,2024-11-08,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V6,PREMIUM,STANDARD,BLUE,8.5948,23993.91,5.2374,64.8673,47.927,1486.87,45.454,46.135,567.98,70.398,8.867,39.114,1,73.459,4.7867,1.2472,1141.69,2.055905,1,59.01
TDSV2_0017172,2024-11-08,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V8,STANDARD,STANDARD,RED,5.6954,14308.05,2.7325,65.5853,19.202,1158.16,29.706,58.994,467.4,74.135,8.358,34.788,4,77.742,2.7757,1.2136,506.75,1.158782,0,16.171
TDSV2_0017173,2024-11-08,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_WHEEL,V6,STANDARD,OFFROAD,RED,4.903,23215.84,4.2211,54.3169,14.156,720.31,33.904,43.775,482.56,78.74,6.13,10.014,3,90.845,3.0838,1.1235,526.55,1.101328,1,16.084
TDSV2_0017174,2024-11-08,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,STANDARD,STANDARD,BLUE,6.3069,12358.02,4.1908,73.0588,63.851,1715.55,25.26,47.414,309.66,92.576,6.295,30.342,1,75.262,3.5871,1.2757,599.08,2.036632,1,49.119
TDSV2_0017175,2024-11-08,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_SUSPENSION,V6,STANDARD,STANDARD,BLUE,8.0924,29154.84,3.2808,61.3793,15.335,1105.44,31.467,33.776,524.12,89.096,2.152,12.732,1,80.575,3.3568,1.2603,698.13,1.295393,0,18.464
TDSV2_0017176,2024-11-08,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V8,STANDARD,STANDARD,RED,4.1814,24730.91,2.9814,64.8503,12.623,857.19,31.573,62.723,348.87,76.807,6.936,9.096,1,80.48,2.8806,1.1656,377.62,1.069721,0,21.217
TDSV2_0017177,2024-11-08,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_CALIBRATE,V8,STANDARD,STANDARD,RED,7.1922,24701.82,3.0967,63.6123,6.287,769.2,33.943,42.36,494.29,75.598,7.772,13.535,1,89.587,2.4207,1.1056,522.33,1.001618,0,16.628
TDSV2_0017178,2024-11-08,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_SUSPENSION,V8,PREMIUM,STANDARD,BLUE,2.537,13689.85,3.0185,64.2219,30.561,911.26,48.223,58.739,317.52,74.612,4.495,13.318,2,89.688,2.8736,1.2822,405.49,1.296381,0,17.054
TDSV2_0017179,2024-11-08,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_FINISH,V8,PREMIUM,STANDARD,RED,5.536,11669.22,4.2049,62.546,10.591,1934.45,48.832,65.829,286.73,92.13,6.136,10.415,0,72.666,3.1828,1.0945,479.51,1.742226,0,34.663
TDSV2_0017180,2024-11-09,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_CAB,V6,PREMIUM,STANDARD,RED,11.2108,21719.15,3.9678,65.9226,15.504,1275.65,41.612,49.691,575.7,88.738,7.819,29.632,3,82.888,3.678,1.2201,826.06,1.479638,2,33.859
TDSV2_0017181,2024-11-09,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,STANDARD,OFFROAD,RED,5.7472,13667.27,4.6137,67.2043,53.695,1640.55,38.137,52.117,428.27,80.964,9.397,33.624,1,82.277,3.715,1.2084,769.43,1.898041,0,35.034
TDSV2_0017182,2024-11-09,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V8,STANDARD,STANDARD,RED,10.8976,22292.17,4.3865,68.1457,36.744,1922.31,36.158,50.382,565.98,77.325,7.311,21.141,4,77.352,3.7428,1.4664,1141.79,1.978204,4,54.462
